Choice_ID,IDX,block,mode,choice,gender,age,undergrad,r_type,PM_exp,access,IVT,Bus_cost,PM_cost,DRT_cost,DRT_IVT_max
450,75,2,Walk,3,2,26,1,1,2,0,25,0,0,0,0
451,76,3,Walk,4,1,23,1,2,1,0,45,0,0,0,0
452,76,3,Walk,4,1,23,1,2,1,0,35,0,0,0,0
453,76,3,Walk,4,1,23,1,2,1,0,45,0,0,0,0
454,76,3,Walk,4,1,23,1,2,1,0,25,0,0,0,0
455,76,3,Walk,4,1,23,1,2,1,0,35,0,0,0,0
456,76,3,Walk,4,1,23,1,2,1,0,35,0,0,0,0
457,77,2,Walk,2,1,25,2,1,1,0,45,0,0,0,0
458,77,2,Walk,1,1,25,2,1,1,0,35,0,0,0,0
459,77,2,Walk,2,1,25,2,1,1,0,45,0,0,0,0
460,77,2,Walk,1,1,25,2,1,1,0,25,0,0,0,0
461,77,2,Walk,4,1,25,2,1,1,0,25,0,0,0,0
462,77,2,Walk,1,1,25,2,1,1,0,25,0,0,0,0
463,78,2,Walk,4,1,21,1,1,1,0,45,0,0,0,0
464,78,2,Walk,1,1,21,1,1,1,0,35,0,0,0,0
465,78,2,Walk,2,1,21,1,1,1,0,45,0,0,0,0
466,78,2,Walk,4,1,21,1,1,1,0,25,0,0,0,0
467,78,2,Walk,2,1,21,1,1,1,0,25,0,0,0,0
468,78,2,Walk,1,1,21,1,1,1,0,25,0,0,0,0
469,79,1,Walk,4,2,23,1,1,1,0,45,0,0,0,0
470,79,1,Walk,1,2,23,1,1,1,0,25,0,0,0,0
471,79,1,Walk,4,2,23,1,1,1,0,35,0,0,0,0
472,79,1,Walk,2,2,23,1,1,1,0,25,0,0,0,0
473,79,1,Walk,1,2,23,1,1,1,0,35,0,0,0,0
474,79,1,Walk,4,2,23,1,1,1,0,45,0,0,0,0
475,80,3,Walk,1,1,22,1,1,1,0,45,0,0,0,0
476,80,3,Walk,4,1,22,1,1,1,0,35,0,0,0,0
477,80,3,Walk,1,1,22,1,1,1,0,45,0,0,0,0
478,80,3,Walk,2,1,22,1,1,1,0,25,0,0,0,0
479,80,3,Walk,1,1,22,1,1,1,0,35,0,0,0,0
480,80,3,Walk,2,1,22,1,1,1,0,35,0,0,0,0
481,81,1,Walk,4,2,22,1,3,1,0,45,0,0,0,0
482,81,1,Walk,1,2,22,1,3,1,0,25,0,0,0,0
483,81,1,Walk,4,2,22,1,3,1,0,35,0,0,0,0
484,81,1,Walk,2,2,22,1,3,1,0,25,0,0,0,0
485,81,1,Walk,1,2,22,1,3,1,0,35,0,0,0,0
486,81,1,Walk,4,2,22,1,3,1,0,45,0,0,0,0
487,82,1,Walk,1,1,22,1,1,2,0,45,0,0,0,0
488,82,1,Walk,1,1,22,1,1,2,0,25,0,0,0,0
489,82,1,Walk,4,1,22,1,1,2,0,35,0,0,0,0
490,82,1,Walk,4,1,22,1,1,2,0,25,0,0,0,0
491,82,1,Walk,4,1,22,1,1,2,0,35,0,0,0,0
492,82,1,Walk,4,1,22,1,1,2,0,45,0,0,0,0
493,83,1,Walk,1,2,22,1,2,1,0,45,0,0,0,0
494,83,1,Walk,1,2,22,1,2,1,0,25,0,0,0,0
495,83,1,Walk,4,2,22,1,2,1,0,35,0,0,0,0
496,83,1,Walk,2,2,22,1,2,1,0,25,0,0,0,0
497,83,1,Walk,1,2,22,1,2,1,0,35,0,0,0,0
498,83,1,Walk,2,2,22,1,2,1,0,45,0,0,0,0
499,84,3,Walk,4,2,21,1,3,1,0,45,0,0,0,0
500,84,3,Walk,2,2,21,1,3,1,0,35,0,0,0,0
501,84,3,Walk,2,2,21,1,3,1,0,45,0,0,0,0
502,84,3,Walk,2,2,21,1,3,1,0,25,0,0,0,0
503,84,3,Walk,1,2,21,1,3,1,0,35,0,0,0,0
504,84,3,Walk,2,2,21,1,3,1,0,35,0,0,0,0
505,85,2,Walk,4,1,22,1,1,1,0,45,0,0,0,0
506,85,2,Walk,1,1,22,1,1,1,0,35,0,0,0,0
507,85,2,Walk,4,1,22,1,1,1,0,45,0,0,0,0
508,85,2,Walk,3,1,22,1,1,1,0,25,0,0,0,0
509,85,2,Walk,4,1,22,1,1,1,0,25,0,0,0,0
510,85,2,Walk,4,1,22,1,1,1,0,25,0,0,0,0
511,86,1,Walk,1,1,22,1,1,1,0,45,0,0,0,0
512,86,1,Walk,2,1,22,1,1,1,0,25,0,0,0,0
513,86,1,Walk,4,1,22,1,1,1,0,35,0,0,0,0
514,86,1,Walk,4,1,22,1,1,1,0,25,0,0,0,0
515,86,1,Walk,4,1,22,1,1,1,0,35,0,0,0,0
516,86,1,Walk,2,1,22,1,1,1,0,45,0,0,0,0
517,87,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0
518,87,2,Walk,4,2,23,1,1,1,0,35,0,0,0,0
519,87,2,Walk,1,2,23,1,1,1,0,45,0,0,0,0
520,87,2,Walk,3,2,23,1,1,1,0,25,0,0,0,0
521,87,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
522,87,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
523,88,3,Walk,4,2,23,1,1,1,0,45,0,0,0,0
524,88,3,Walk,4,2,23,1,1,1,0,35,0,0,0,0
525,88,3,Walk,1,2,23,1,1,1,0,45,0,0,0,0
526,88,3,Walk,3,2,23,1,1,1,0,25,0,0,0,0
527,88,3,Walk,4,2,23,1,1,1,0,35,0,0,0,0
528,88,3,Walk,4,2,23,1,1,1,0,35,0,0,0,0
529,89,1,Walk,4,1,22,2,1,1,0,45,0,0,0,0
530,89,1,Walk,1,1,22,2,1,1,0,25,0,0,0,0
531,89,1,Walk,4,1,22,2,1,1,0,35,0,0,0,0
532,89,1,Walk,2,1,22,2,1,1,0,25,0,0,0,0
533,89,1,Walk,4,1,22,2,1,1,0,35,0,0,0,0
534,89,1,Walk,4,1,22,2,1,1,0,45,0,0,0,0
535,90,1,Walk,1,1,24,1,3,1,0,45,0,0,0,0
536,90,1,Walk,1,1,24,1,3,1,0,25,0,0,0,0
537,90,1,Walk,4,1,24,1,3,1,0,35,0,0,0,0
538,90,1,Walk,2,1,24,1,3,1,0,25,0,0,0,0
539,90,1,Walk,1,1,24,1,3,1,0,35,0,0,0,0
540,90,1,Walk,2,1,24,1,3,1,0,45,0,0,0,0
541,91,2,Walk,4,1,24,1,1,2,0,45,0,0,0,0
542,91,2,Walk,1,1,24,1,1,2,0,35,0,0,0,0
543,91,2,Walk,4,1,24,1,1,2,0,45,0,0,0,0
544,91,2,Walk,4,1,24,1,1,2,0,25,0,0,0,0
545,91,2,Walk,4,1,24,1,1,2,0,25,0,0,0,0
546,91,2,Walk,4,1,24,1,1,2,0,25,0,0,0,0
547,92,2,Walk,2,2,24,1,2,1,0,45,0,0,0,0
548,92,2,Walk,2,2,24,1,2,1,0,35,0,0,0,0
549,92,2,Walk,1,2,24,1,2,1,0,45,0,0,0,0
550,92,2,Walk,4,2,24,1,2,1,0,25,0,0,0,0
551,92,2,Walk,4,2,24,1,2,1,0,25,0,0,0,0
552,92,2,Walk,4,2,24,1,2,1,0,25,0,0,0,0
553,93,2,Walk,4,2,21,1,1,2,0,45,0,0,0,0
554,93,2,Walk,1,2,21,1,1,2,0,35,0,0,0,0
555,93,2,Walk,2,2,21,1,1,2,0,45,0,0,0,0
556,93,2,Walk,1,2,21,1,1,2,0,25,0,0,0,0
557,93,2,Walk,4,2,21,1,1,2,0,25,0,0,0,0
558,93,2,Walk,3,2,21,1,1,2,0,25,0,0,0,0
559,94,2,Walk,4,2,22,1,2,1,0,45,0,0,0,0
560,94,2,Walk,2,2,22,1,2,1,0,35,0,0,0,0
561,94,2,Walk,4,2,22,1,2,1,0,45,0,0,0,0
562,94,2,Walk,1,2,22,1,2,1,0,25,0,0,0,0
563,94,2,Walk,4,2,22,1,2,1,0,25,0,0,0,0
564,94,2,Walk,4,2,22,1,2,1,0,25,0,0,0,0
565,95,1,Walk,4,1,22,1,1,2,0,45,0,0,0,0
566,95,1,Walk,1,1,22,1,1,2,0,25,0,0,0,0
567,95,1,Walk,4,1,22,1,1,2,0,35,0,0,0,0
568,95,1,Walk,2,1,22,1,1,2,0,25,0,0,0,0
569,95,1,Walk,1,1,22,1,1,2,0,35,0,0,0,0
570,95,1,Walk,4,1,22,1,1,2,0,45,0,0,0,0
571,96,3,Walk,1,1,23,1,1,2,0,45,0,0,0,0
572,96,3,Walk,4,1,23,1,1,2,0,35,0,0,0,0
573,96,3,Walk,1,1,23,1,1,2,0,45,0,0,0,0
574,96,3,Walk,4,1,23,1,1,2,0,25,0,0,0,0
575,96,3,Walk,4,1,23,1,1,2,0,35,0,0,0,0
576,96,3,Walk,1,1,23,1,1,2,0,35,0,0,0,0
577,97,1,Walk,4,1,22,1,2,1,0,45,0,0,0,0
578,97,1,Walk,1,1,22,1,2,1,0,25,0,0,0,0
579,97,1,Walk,4,1,22,1,2,1,0,35,0,0,0,0
580,97,1,Walk,2,1,22,1,2,1,0,25,0,0,0,0
581,97,1,Walk,4,1,22,1,2,1,0,35,0,0,0,0
582,97,1,Walk,4,1,22,1,2,1,0,45,0,0,0,0
583,98,1,Walk,4,2,23,1,1,1,0,45,0,0,0,0
584,98,1,Walk,1,2,23,1,1,1,0,25,0,0,0,0
585,98,1,Walk,4,2,23,1,1,1,0,35,0,0,0,0
586,98,1,Walk,2,2,23,1,1,1,0,25,0,0,0,0
587,98,1,Walk,4,2,23,1,1,1,0,35,0,0,0,0
588,98,1,Walk,4,2,23,1,1,1,0,45,0,0,0,0
589,99,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0
590,99,2,Walk,2,2,23,1,1,1,0,35,0,0,0,0
591,99,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0
592,99,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
593,99,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
594,99,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
595,100,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0
596,100,2,Walk,4,2,23,1,1,1,0,35,0,0,0,0
597,100,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0
598,100,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
599,100,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
600,100,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0
1,1,2,DRT,4,1,30,2,1,1,3,10,0,0,800,0.5
2,1,2,DRT,1,1,30,2,1,1,3,15,0,0,400,0.3333333333333333
3,1,2,DRT,1,1,30,2,1,1,3,15,0,0,600,0.3333333333333333
4,1,2,DRT,4,1,30,2,1,1,3,5,0,0,600,1
5,1,2,DRT,4,1,30,2,1,1,3,5,0,0,400,1
6,1,2,DRT,1,1,30,2,1,1,3,10,0,0,400,0.5
7,2,3,DRT,1,1,22,1,2,2,3,15,0,0,400,0.3333333333333333
8,2,3,DRT,4,1,22,1,2,2,3,5,0,0,600,1
9,2,3,DRT,1,1,22,1,2,2,3,10,0,0,600,0.5
10,2,3,DRT,4,1,22,1,2,2,3,10,0,0,800,0.5
11,2,3,DRT,4,1,22,1,2,2,3,10,0,0,600,0.5
12,2,3,DRT,4,1,22,1,2,2,3,15,0,0,800,0.3333333333333333
13,3,3,DRT,4,2,21,1,2,1,3,15,0,0,400,0.3333333333333333
14,3,3,DRT,4,2,21,1,2,1,3,5,0,0,600,1
15,3,3,DRT,4,2,21,1,2,1,3,10,0,0,600,0.5
16,3,3,DRT,4,2,21,1,2,1,3,10,0,0,800,0.5
17,3,3,DRT,4,2,21,1,2,1,3,10,0,0,600,0.5
18,3,3,DRT,3,2,21,1,2,1,3,15,0,0,800,0.3333333333333333
19,4,2,DRT,4,2,22,1,1,1,3,10,0,0,800,0.5
20,4,2,DRT,4,2,22,1,1,1,3,15,0,0,400,0.3333333333333333
21,4,2,DRT,4,2,22,1,1,1,3,15,0,0,600,0.3333333333333333
22,4,2,DRT,4,2,22,1,1,1,3,5,0,0,600,1
23,4,2,DRT,4,2,22,1,1,1,3,5,0,0,400,1
24,4,2,DRT,4,2,22,1,1,1,3,10,0,0,400,0.5
25,5,3,DRT,4,2,22,1,1,1,3,15,0,0,400,0.3333333333333333
26,5,3,DRT,4,2,22,1,1,1,3,5,0,0,600,1
27,5,3,DRT,4,2,22,1,1,1,3,10,0,0,600,0.5
28,5,3,DRT,4,2,22,1,1,1,3,10,0,0,800,0.5
29,5,3,DRT,4,2,22,1,1,1,3,10,0,0,600,0.5
30,5,3,DRT,4,2,22,1,1,1,3,15,0,0,800,0.3333333333333333
31,6,3,DRT,4,1,22,1,2,1,3,15,0,0,400,0.3333333333333333
32,6,3,DRT,4,1,22,1,2,1,3,5,0,0,600,1
33,6,3,DRT,1,1,22,1,2,1,3,10,0,0,600,0.5
34,6,3,DRT,4,1,22,1,2,1,3,10,0,0,800,0.5
35,6,3,DRT,4,1,22,1,2,1,3,10,0,0,600,0.5
36,6,3,DRT,4,1,22,1,2,1,3,15,0,0,800,0.3333333333333333
37,7,3,DRT,4,1,22,1,1,1,3,15,0,0,400,0.3333333333333333
38,7,3,DRT,4,1,22,1,1,1,3,5,0,0,600,1
39,7,3,DRT,1,1,22,1,1,1,3,10,0,0,600,0.5
40,7,3,DRT,4,1,22,1,1,1,3,10,0,0,800,0.5
41,7,3,DRT,4,1,22,1,1,1,3,10,0,0,600,0.5
42,7,3,DRT,4,1,22,1,1,1,3,15,0,0,800,0.3333333333333333
43,8,2,DRT,4,1,22,1,1,1,3,10,0,0,800,0.5
44,8,2,DRT,4,1,22,1,1,1,3,15,0,0,400,0.3333333333333333
45,8,2,DRT,2,1,22,1,1,1,3,15,0,0,600,0.3333333333333333
46,8,2,DRT,4,1,22,1,1,1,3,5,0,0,600,1
47,8,2,DRT,4,1,22,1,1,1,3,5,0,0,400,1
48,8,2,DRT,4,1,22,1,1,1,3,10,0,0,400,0.5
49,9,2,DRT,4,2,25,1,1,1,3,10,0,0,800,0.5
50,9,2,DRT,4,2,25,1,1,1,3,15,0,0,400,0.3333333333333333
51,9,2,DRT,4,2,25,1,1,1,3,15,0,0,600,0.3333333333333333
52,9,2,DRT,3,2,25,1,1,1,3,5,0,0,600,1
53,9,2,DRT,3,2,25,1,1,1,3,5,0,0,400,1
54,9,2,DRT,4,2,25,1,1,1,3,10,0,0,400,0.5
55,10,2,DRT,4,1,23,1,1,2,3,10,0,0,800,0.5
56,10,2,DRT,4,1,23,1,1,2,3,15,0,0,400,0.3333333333333333
57,10,2,DRT,1,1,23,1,1,2,3,15,0,0,600,0.3333333333333333
58,10,2,DRT,3,1,23,1,1,2,3,5,0,0,600,1
59,10,2,DRT,4,1,23,1,1,2,3,5,0,0,400,1
60,10,2,DRT,4,1,23,1,1,2,3,10,0,0,400,0.5
61,11,2,DRT,4,1,26,2,1,2,3,10,0,0,800,0.5
62,11,2,DRT,4,1,26,2,1,2,3,15,0,0,400,0.3333333333333333
63,11,2,DRT,4,1,26,2,1,2,3,15,0,0,600,0.3333333333333333
64,11,2,DRT,1,1,26,2,1,2,3,5,0,0,600,1
65,11,2,DRT,4,1,26,2,1,2,3,5,0,0,400,1
66,11,2,DRT,4,1,26,2,1,2,3,10,0,0,400,0.5
67,12,3,DRT,4,2,26,1,2,2,3,15,0,0,400,0.3333333333333333
68,12,3,DRT,4,2,26,1,2,2,3,5,0,0,600,1
69,12,3,DRT,1,2,26,1,2,2,3,10,0,0,600,0.5
70,12,3,DRT,2,2,26,1,2,2,3,10,0,0,800,0.5
71,12,3,DRT,4,2,26,1,2,2,3,10,0,0,600,0.5
72,12,3,DRT,4,2,26,1,2,2,3,15,0,0,800,0.3333333333333333
73,13,1,DRT,1,2,26,1,2,2,3,5,0,0,800,1
74,13,1,DRT,1,2,26,1,2,2,3,15,0,0,800,0.3333333333333333
75,13,1,DRT,4,2,26,1,2,2,3,5,0,0,800,1
76,13,1,DRT,2,2,26,1,2,2,3,15,0,0,600,0.3333333333333333
77,13,1,DRT,4,2,26,1,2,2,3,10,0,0,400,0.5
78,13,1,DRT,4,2,26,1,2,2,3,5,0,0,400,1
79,14,3,DRT,4,2,26,1,1,1,3,15,0,0,400,0.3333333333333333
80,14,3,DRT,4,2,26,1,1,1,3,5,0,0,600,1
81,14,3,DRT,4,2,26,1,1,1,3,10,0,0,600,0.5
82,14,3,DRT,4,2,26,1,1,1,3,10,0,0,800,0.5
83,14,3,DRT,4,2,26,1,1,1,3,10,0,0,600,0.5
84,14,3,DRT,4,2,26,1,1,1,3,15,0,0,800,0.3333333333333333
85,15,3,DRT,4,1,23,1,1,2,3,15,0,0,400,0.3333333333333333
86,15,3,DRT,1,1,23,1,1,2,3,5,0,0,600,1
87,15,3,DRT,1,1,23,1,1,2,3,10,0,0,600,0.5
88,15,3,DRT,2,1,23,1,1,2,3,10,0,0,800,0.5
89,15,3,DRT,4,1,23,1,1,2,3,10,0,0,600,0.5
90,15,3,DRT,1,1,23,1,1,2,3,15,0,0,800,0.3333333333333333
91,16,1,DRT,4,2,28,1,2,1,3,5,0,0,800,1
92,16,1,DRT,1,2,28,1,2,1,3,15,0,0,800,0.3333333333333333
93,16,1,DRT,4,2,28,1,2,1,3,5,0,0,800,1
94,16,1,DRT,3,2,28,1,2,1,3,15,0,0,600,0.3333333333333333
95,16,1,DRT,1,2,28,1,2,1,3,10,0,0,400,0.5
96,16,1,DRT,4,2,28,1,2,1,3,5,0,0,400,1
97,17,1,DRT,3,2,26,1,3,2,3,5,0,0,800,1
98,17,1,DRT,3,2,26,1,3,2,3,15,0,0,800,0.3333333333333333
99,17,1,DRT,3,2,26,1,3,2,3,5,0,0,800,1
100,17,1,DRT,3,2,26,1,3,2,3,15,0,0,600,0.3333333333333333
101,17,1,DRT,3,2,26,1,3,2,3,10,0,0,400,0.5
102,17,1,DRT,3,2,26,1,3,2,3,5,0,0,400,1
103,18,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1
104,18,1,DRT,3,1,26,2,1,2,3,15,0,0,800,0.3333333333333333
105,18,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1
106,18,1,DRT,3,1,26,2,1,2,3,15,0,0,600,0.3333333333333333
107,18,1,DRT,4,1,26,2,1,2,3,10,0,0,400,0.5
108,18,1,DRT,4,1,26,2,1,2,3,5,0,0,400,1
109,19,3,DRT,4,1,26,2,1,2,3,15,0,0,400,0.3333333333333333
110,19,3,DRT,4,1,26,2,1,2,3,5,0,0,600,1
111,19,3,DRT,1,1,26,2,1,2,3,10,0,0,600,0.5
112,19,3,DRT,3,1,26,2,1,2,3,10,0,0,800,0.5
113,19,3,DRT,4,1,26,2,1,2,3,10,0,0,600,0.5
114,19,3,DRT,1,1,26,2,1,2,3,15,0,0,800,0.3333333333333333
115,20,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1
116,20,1,DRT,3,1,26,2,1,2,3,15,0,0,800,0.3333333333333333
117,20,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1
118,20,1,DRT,3,1,26,2,1,2,3,15,0,0,600,0.3333333333333333
119,20,1,DRT,4,1,26,2,1,2,3,10,0,0,400,0.5
120,20,1,DRT,4,1,26,2,1,2,3,5,0,0,400,1
121,21,2,DRT,4,1,27,2,1,1,3,10,0,0,800,0.5
122,21,2,DRT,4,1,27,2,1,1,3,15,0,0,400,0.3333333333333333
123,21,2,DRT,4,1,27,2,1,1,3,15,0,0,600,0.3333333333333333
124,21,2,DRT,3,1,27,2,1,1,3,5,0,0,600,1
125,21,2,DRT,4,1,27,2,1,1,3,5,0,0,400,1
126,21,2,DRT,4,1,27,2,1,1,3,10,0,0,400,0.5
127,22,2,DRT,1,2,23,1,2,2,3,10,0,0,800,0.5
128,22,2,DRT,4,2,23,1,2,2,3,15,0,0,400,0.3333333333333333
129,22,2,DRT,4,2,23,1,2,2,3,15,0,0,600,0.3333333333333333
130,22,2,DRT,4,2,23,1,2,2,3,5,0,0,600,1
131,22,2,DRT,4,2,23,1,2,2,3,5,0,0,400,1
132,22,2,DRT,4,2,23,1,2,2,3,10,0,0,400,0.5
133,23,2,DRT,4,2,26,2,1,1,3,10,0,0,800,0.5
134,23,2,DRT,1,2,26,2,1,1,3,15,0,0,400,0.3333333333333333
135,23,2,DRT,4,2,26,2,1,1,3,15,0,0,600,0.3333333333333333
136,23,2,DRT,4,2,26,2,1,1,3,5,0,0,600,1
137,23,2,DRT,4,2,26,2,1,1,3,5,0,0,400,1
138,23,2,DRT,4,2,26,2,1,1,3,10,0,0,400,0.5
139,24,1,DRT,4,2,26,1,2,2,3,5,0,0,800,1
140,24,1,DRT,1,2,26,1,2,2,3,15,0,0,800,0.3333333333333333
141,24,1,DRT,4,2,26,1,2,2,3,5,0,0,800,1
142,24,1,DRT,4,2,26,1,2,2,3,15,0,0,600,0.3333333333333333
143,24,1,DRT,1,2,26,1,2,2,3,10,0,0,400,0.5
144,24,1,DRT,4,2,26,1,2,2,3,5,0,0,400,1
145,25,2,DRT,4,2,28,2,1,1,3,10,0,0,800,0.5
146,25,2,DRT,1,2,28,2,1,1,3,15,0,0,400,0.3333333333333333
147,25,2,DRT,1,2,28,2,1,1,3,15,0,0,600,0.3333333333333333
148,25,2,DRT,3,2,28,2,1,1,3,5,0,0,600,1
149,25,2,DRT,3,2,28,2,1,1,3,5,0,0,400,1
150,25,2,DRT,3,2,28,2,1,1,3,10,0,0,400,0.5
151,26,3,DRT,3,2,27,1,1,2,3,15,0,0,400,0.3333333333333333
152,26,3,DRT,3,2,27,1,1,2,3,5,0,0,600,1
153,26,3,DRT,3,2,27,1,1,2,3,10,0,0,600,0.5
154,26,3,DRT,3,2,27,1,1,2,3,10,0,0,800,0.5
155,26,3,DRT,3,2,27,1,1,2,3,10,0,0,600,0.5
156,26,3,DRT,3,2,27,1,1,2,3,15,0,0,800,0.3333333333333333
157,27,1,DRT,4,1,22,1,1,1,3,5,0,0,800,1
158,27,1,DRT,1,1,22,1,1,1,3,15,0,0,800,0.3333333333333333
159,27,1,DRT,4,1,22,1,1,1,3,5,0,0,800,1
160,27,1,DRT,4,1,22,1,1,1,3,15,0,0,600,0.3333333333333333
161,27,1,DRT,4,1,22,1,1,1,3,10,0,0,400,0.5
162,27,1,DRT,4,1,22,1,1,1,3,5,0,0,400,1
163,28,3,DRT,4,2,25,1,2,1,3,15,0,0,400,0.3333333333333333
164,28,3,DRT,4,2,25,1,2,1,3,5,0,0,600,1
165,28,3,DRT,4,2,25,1,2,1,3,10,0,0,600,0.5
166,28,3,DRT,4,2,25,1,2,1,3,10,0,0,800,0.5
167,28,3,DRT,4,2,25,1,2,1,3,10,0,0,600,0.5
168,28,3,DRT,4,2,25,1,2,1,3,15,0,0,800,0.3333333333333333
169,29,3,DRT,4,2,27,2,1,2,3,15,0,0,400,0.3333333333333333
170,29,3,DRT,4,2,27,2,1,2,3,5,0,0,600,1
171,29,3,DRT,1,2,27,2,1,2,3,10,0,0,600,0.5
172,29,3,DRT,4,2,27,2,1,2,3,10,0,0,800,0.5
173,29,3,DRT,4,2,27,2,1,2,3,10,0,0,600,0.5
174,29,3,DRT,1,2,27,2,1,2,3,15,0,0,800,0.3333333333333333
175,30,3,DRT,1,1,22,1,1,2,3,15,0,0,400,0.3333333333333333
176,30,3,DRT,4,1,22,1,1,2,3,5,0,0,600,1
177,30,3,DRT,1,1,22,1,1,2,3,10,0,0,600,0.5
178,30,3,DRT,4,1,22,1,1,2,3,10,0,0,800,0.5
179,30,3,DRT,4,1,22,1,1,2,3,10,0,0,600,0.5
180,30,3,DRT,4,1,22,1,1,2,3,15,0,0,800,0.3333333333333333
181,31,2,DRT,1,2,22,1,1,1,3,10,0,0,800,0.5
182,31,2,DRT,4,2,22,1,1,1,3,15,0,0,400,0.3333333333333333
183,31,2,DRT,4,2,22,1,1,1,3,15,0,0,600,0.3333333333333333
184,31,2,DRT,3,2,22,1,1,1,3,5,0,0,600,1
185,31,2,DRT,3,2,22,1,1,1,3,5,0,0,400,1
186,31,2,DRT,1,2,22,1,1,1,3,10,0,0,400,0.5
187,32,1,DRT,1,1,22,1,1,2,3,5,0,0,800,1
188,32,1,DRT,1,1,22,1,1,2,3,15,0,0,800,0.3333333333333333
189,32,1,DRT,4,1,22,1,1,2,3,5,0,0,800,1
190,32,1,DRT,4,1,22,1,1,2,3,15,0,0,600,0.3333333333333333
191,32,1,DRT,4,1,22,1,1,2,3,10,0,0,400,0.5
192,32,1,DRT,4,1,22,1,1,2,3,5,0,0,400,1
193,33,1,DRT,4,2,23,1,1,1,3,5,0,0,800,1
194,33,1,DRT,4,2,23,1,1,1,3,15,0,0,800,0.3333333333333333
195,33,1,DRT,4,2,23,1,1,1,3,5,0,0,800,1
196,33,1,DRT,4,2,23,1,1,1,3,15,0,0,600,0.3333333333333333
197,33,1,DRT,4,2,23,1,1,1,3,10,0,0,400,0.5
198,33,1,DRT,4,2,23,1,1,1,3,5,0,0,400,1
199,34,3,DRT,2,2,22,1,1,1,3,15,0,0,400,0.3333333333333333
200,34,3,DRT,2,2,22,1,1,1,3,5,0,0,600,1
201,34,3,DRT,2,2,22,1,1,1,3,10,0,0,600,0.5
202,34,3,DRT,2,2,22,1,1,1,3,10,0,0,800,0.5
203,34,3,DRT,2,2,22,1,1,1,3,10,0,0,600,0.5
204,34,3,DRT,2,2,22,1,1,1,3,15,0,0,800,0.3333333333333333
205,35,3,DRT,4,1,21,1,1,1,3,15,0,0,400,0.3333333333333333
206,35,3,DRT,1,1,21,1,1,1,3,5,0,0,600,1
207,35,3,DRT,1,1,21,1,1,1,3,10,0,0,600,0.5
208,35,3,DRT,4,1,21,1,1,1,3,10,0,0,800,0.5
209,35,3,DRT,4,1,21,1,1,1,3,10,0,0,600,0.5
210,35,3,DRT,1,1,21,1,1,1,3,15,0,0,800,0.3333333333333333
211,36,3,DRT,1,1,22,1,1,2,3,15,0,0,400,0.3333333333333333
212,36,3,DRT,1,1,22,1,1,2,3,5,0,0,600,1
213,36,3,DRT,1,1,22,1,1,2,3,10,0,0,600,0.5
214,36,3,DRT,1,1,22,1,1,2,3,10,0,0,800,0.5
215,36,3,DRT,4,1,22,1,1,2,3,10,0,0,600,0.5
216,36,3,DRT,4,1,22,1,1,2,3,15,0,0,800,0.3333333333333333
217,37,2,DRT,1,2,24,1,1,1,3,10,0,0,800,0.5
218,37,2,DRT,1,2,24,1,1,1,3,15,0,0,400,0.3333333333333333
219,37,2,DRT,4,2,24,1,1,1,3,15,0,0,600,0.3333333333333333
220,37,2,DRT,3,2,24,1,1,1,3,5,0,0,600,1
221,37,2,DRT,3,2,24,1,1,1,3,5,0,0,400,1
222,37,2,DRT,3,2,24,1,1,1,3,10,0,0,400,0.5
223,38,3,DRT,1,1,34,2,1,1,3,15,0,0,400,0.3333333333333333
224,38,3,DRT,1,1,34,2,1,1,3,5,0,0,600,1
225,38,3,DRT,1,1,34,2,1,1,3,10,0,0,600,0.5
226,38,3,DRT,3,1,34,2,1,1,3,10,0,0,800,0.5
227,38,3,DRT,4,1,34,2,1,1,3,10,0,0,600,0.5
228,38,3,DRT,1,1,34,2,1,1,3,15,0,0,800,0.3333333333333333
229,39,2,DRT,2,1,27,1,1,1,3,10,0,0,800,0.5
230,39,2,DRT,2,1,27,1,1,1,3,15,0,0,400,0.3333333333333333
231,39,2,DRT,2,1,27,1,1,1,3,15,0,0,600,0.3333333333333333
232,39,2,DRT,2,1,27,1,1,1,3,5,0,0,600,1
233,39,2,DRT,2,1,27,1,1,1,3,5,0,0,400,1
234,39,2,DRT,2,1,27,1,1,1,3,10,0,0,400,0.5
235,40,2,DRT,2,2,24,1,1,2,3,10,0,0,800,0.5
236,40,2,DRT,2,2,24,1,1,2,3,15,0,0,400,0.3333333333333333
